question,answer
What was the outcome for Jay Gould in his Northwestern corner?,Jay Gould lost in his Northwestern corner.
What does the text suggest about the overall profitability of corners for their engineers?,As a matter of fact very few of the great corners were profitable to the engineers of them.
What were some of the key factors that contributed to the financial success of a corner?,"The financial success of a corner depends on the marketing of the accumulated holdings at higher than cost, and the short interest has to be of some magnitude for that to happen easily."
Who is mentioned as someone who made millions through short sports and corrupt legislators?,"The person mentioned is someone who deserved the millions he made out of a lot of short sports, crooked legislators and aldermen who tried to double-cross him."
Which individual lost in his Northwestern corner?,Jay Gould lost in his Northwestern corner.
Who made a million in his Lackawanna corner?,Deacon S. V. White made a million in his Lackawanna corner.
Who dropped a million in the Hannibal & St. Joe deal?,"Jim Keene dropped a million in the Hann, and St. Joe deal."
What was the financial outcome of the Hannibal & St. Joe deal?,The deal resulted in a million in financial success.
What is the key factor for the financial success of a corner?,The key factor is the marketing of accumulated holdings at higher than cost.
What condition must be met for the financial success of a corner to happen easily?,The short interest has to be of some magnitude.
Why did the author used to wonder about the popularity of corners among big operators?,The author wondered why corners were so popular among big operators despite their ability and experience.
What characteristic did the big operators of a half-century ago have?,"They were men of ability and experience, wide-awake and not prone to childlike trust in the philanthropy of their fellow traders."
Why did big operators used to get stung with an astonishing frequency?,Because they used to get stung with an astonishing frequency despite their ability and experience.
What was the main reason big operators in the '60's and '70's were drawn to working a corner?,"The main reason was their ambition, which was often driven by vanity or a desire for revenge."
What did a wise old broker reveal about the big operators of the '60's and '70's?,The broker revealed that their primary ambition was to work a corner.
What factors contributed to the desire of big operators to work corners?,Factors included vanity and the desire for revenge.
What did the author mean by saying corners were popular among big operators?,The author meant that corners were a common strategy or tactic used by experienced and capable traders.
What was the author's observation about the frequency with which big operators got stung?,The author observed that big operators got stung with astonishing frequency despite their ability and experience.
What was the main ambition of big operators in the '60's and '70's according to the wise old broker?,To work a corner.
What were some reasons behind the ambition to corner stocks according to the text?,"In many cases, it was the offspring of vanity; in others, it was the desire for revenge."
What did successfully cornering a stock signify according to the text?,"It was recognition of brains, boldness, and boodle."
What was the social status that a cornerer gained according to the text?,He accepted the plaudits of his fellows as fully earned.
What was more important than the prospective money profit according to the text?,The recognition and status gained from successfully cornering a stock.
What qualities did the stock market cornerer possess according to the text?,"The stock market cornerer possessed qualities of brains, boldness, and boodle."
How did the cornerer feel about the recognition he received?,The cornerer felt haughty and accepted the plaudits of his fellows as fully earned.
What motivated the engineers of corners to do their damnedest?,"The motivation was not just prospective money profit, but the vanity complex asserting itself among cold-blooded operators."
What was the nature of competition in the stock market during those days?,"The competition was fierce, with the phrase 'dog certainly ate dog' indicating that the struggle was intense and ruthless."
Has the narrator ever been squeezed in the stock market?,The narrator has managed to escape being squeezed more than once.
What does the author attribute their ability to avoid being squeezed in the stock market to?,"The author attributes their ability to avoid being squeezed in the stock market to their ability to generally tell the moment the character of the buying in the stock makes it imprudent for them to be short of it, using common-sense tests."
What historical figure is mentioned in the text as someone who used to squeeze the market?,The historical figure mentioned in the text as someone who used to squeeze the market is Old Daniel Drew.
What metaphor is used to describe the competitive and ruthless nature of the stock market in the text?,The metaphor used to describe the competitive and ruthless nature of the stock market in the text is 'Dog certainly ate dog in those days with relish and ease.'
What is the author's ability regarding stock market investments?,The author possesses a mysterious ticker-sense that allows them to generally tell when the character of the buying in the stock makes it imprudent to be short of it.
How does the author determine when it is imprudent to be short of a stock?,The author uses common-sense tests to determine when it is imprudent to be short of a stock.
Who is mentioned as using common-sense tests in the stock market?,Old Daniel Drew is mentioned as using common-sense tests in the stock market.
What historical reference is made about Old Daniel Drew?,Old Daniel Drew is referenced as having squeezed the boys with some frequency and made them pay high prices for the Erie 'sheers' they had sold short to him.
What is the historical context regarding Old Daniel Drew and Commodore Vanderbilt?,"Old Daniel Drew was himself squeezed by Commodore Vanderbilt in Erie, and when Drew begged for mercy, the Commodore quoted the Great Bear's own deathless distich."
What was the consequence of selling Erie 'sheers' short to boys?,The boys had to pay high prices for the Erie 'sheers' they had sold short to him.
How did Commodore Vanderbilt respond when old Drew begged for mercy?,"Commodore Vanderbilt grimly quoted the Great Bear's own deathless distich: 'He that sells what isn't his'n, must buy it back or go to pris'n.'"
What is one of the key phrases associated with the operator mentioned in the text?,The key phrase associated with the operator is 'watering stock.'
Who was Addison G. Jerome?,Addison G. Jerome was the acknowledged king of the [context not fully provided in the text].
What was Addison G. Jerome known for in the stock market during the 1860s?,He was known as the 'king of the Public Board' in the spring of 1863 and was considered one of Wall Street's Titans.
What was the significance of the phrase 'watering stock' in the context of Addison G. Jerome?,"The phrase 'watering stock' is mentioned as his chief claim to immortality, suggesting it was a notable term or practice associated with his stock market activities."
How were Addison G. Jerome's market tips regarded by others in the financial community?,"His market tips were considered as good as cash in bank, indicating they were highly trusted and valuable."
What was the relationship between Addison G. Jerome and Henry Keep according to the text?,"The text mentions Henry Keep, known as the 'Street's' figure, but does not specify the exact nature of their relationship with Addison G. Jerome."
Who was considered as good as cash in bank?,He
What was the outcome of Henry Keep's actions against the trader?,He squeezed him out of all his millions in the Old Southern corner.
Who was Henry Keep known as?,William the Silent
What was the relationship between Henry Keep and Gov. Roswell P. Flower?,He was the brother-in-law of Gov. Roswell P. Flower.
How did manipulation work in most old corners?,It consisted chiefly of not letting the other man know that you were cornering the stock which he was variously invited to sell.
Who was Keep's relation to Gov. Roswell P. Flower?,Keep was the brother-in-law of Gov. Roswell P. Flower.
What was the main focus of manipulation in the old corners?,The main focus of manipulation in the old corners was not letting the other man know that you were cornering the stock which he was variously invited to sell short.
Who was the primary target of these manipulative practices?,The primary target of these manipulative practices was fellow professionals.
Why did the general public not take kindly to the short side of the account?,The general public does not take kindly to the short side of the account because they are not inclined to take on the risk associated with short selling.
Who was the text primarily aimed at?,Fellow professionals
Why did the professionals put out short lines in such stocks?,Because it was too high
What was the reason given for selling the stock according to the text?,It was too high
What is the name of the book mentioned in the text?,Reminiscence of a Stock Operator
Where did the selling by faith-breaking politicians take place?,In the Harlem corner of the Commodore
What was the reason professional traders sold the stock according to the text?,The professional traders sold the stock because they thought it was too high.
What was the basis for the traders' belief that the stock was too high?,"The basis for the traders' belief was that the stock had never before sold so high, which made them think it was too high to buy."
How did the traders' perception of the stock's price affect their decision to sell?,The traders' perception that the stock was too high to buy led them to decide it was just right to sell.
What does the text suggest about the modernity of the traders' reasoning?,The text suggests that the traders' reasoning sounds pretty modern.
What was the Commodore's perspective on the stock's price according to the text?,"The Commodore was thinking of the price, implying he was considering the stock's price in his decision-making."
What was the author's observation about the price and value in the stock market?,"The author observed that the price and value were being considered, with the Commodore thinking of value while others were thinking of price."
What was the significance of the phrase 'He went short of Harlem!'?,"The phrase 'He went short of Harlem!' was used to describe abject poverty, as old-timers would say it whenever they wished to convey such a state."
What did the author mention about Jay Gould's old broker?,The author mentioned that Jay Gould's old broker assured them that Mr. Gould was a most unusual man.
What was the common saying about someone in extreme poverty?,"People used to say, 'He went short of Harlem!' whenever they wished to describe abject poverty."
Who was the person being discussed in the conversation?,Jay Gould
What did the broker say about Jay Gould's abilities?,"He assured me earnestly that Mr. Gould not only was a most unusual man—it was of him that old Daniel Drew shiveringly remarked, 'His touch is Death!' but that he was head and shoulders above all other manipulators past and present."
What did the broker say about Jay Gould's achievements?,He must have been a financial wizard indeed to have done what he did; there can be no question of that.
What was the broker's opinion on Jay Gould's status compared to other manipulators?,He was head and shoulders above all other manipulators past and present.
What was the broker's opinion on Jay Gould's status compared to other manipulators?,He was head and shoulders above all other manipulators past and present.
How did the author describe the individual's ability to adapt to new conditions?,"The author described him as having an amazing knack for adapting himself to new conditions, which is valuable in a trader."
What was the individual's primary focus in his trading activities?,The individual's primary focus was the manipulation of properties rather than stock speculation.
What was the individual's approach to varying his methods of attack and defense?,"The individual varied his methods of attack and defense without a pang, indicating he did so effortlessly and without hesitation."
What did the author suggest about the individual's long-term vision in his financial activities?,"The author suggested that the individual manipulated for investment rather than for a market turn, indicating a long-term vision."
What was the main focus of the individual's trading strategy?,The main focus of the individual's trading strategy was the manipulation of properties rather than stock speculation.
How did the individual approach varied methods of attack and defense?,The individual varied his methods of attack and defense without hesitation because he was more concerned with the manipulation of properties than with stock speculation.
What was the individual's perspective on the stock market?,"The individual utilised the stock market, but he saw it as the quickest and easiest way to quick and easy money, indicating he needed many millions."
What was the individual's view on the value of the stock market?,"The individual viewed the stock market as a means to achieve quick and easy money, suggesting he needed substantial financial resources."
What was the individual's primary investment strategy?,The individual's primary investment strategy was to own railroads rather than rig their securities on the floor of the Stock Exchange.
What was the main source of big money according to the text?,Owning the railroads instead of rigging their securities on the floor of the Stock Exchange.
What did the person utilize in order to achieve quick and easy money?,The stock market.
Why did the person need many millions of dollars?,Because he needed quick and easy money.
What was Collis P. Huntington's financial situation according to the text?,He was always hard up because he always needed twenty or thirty millions more than the bankers were willing to lend him.
What does the text say about vision and money?,"Vision without money means heartaches; with money, it means achievement."
What was Collis P. Huntington's financial situation?,Collis P. Huntington was always hard up because he always needed twenty or thirty millions more than the bankers were willing to lend him.
What is the relationship between vision and money according to the text?,"Vision without money means heartaches; with money, it means achievement; and that means power; and that means money; and that means achievement; and so on, over and over and over."
Were there other individuals besides great figures who engaged in manipulation?,"No, manipulation was not confined to the great figures of those days. There were scores of minor manipulators."
What anecdote did the old broker share about the early '60's?,"He shared a story about the manners and morals of the early '60's, but the specific details of the story are not provided in the text."
Where did the narrator first visit the financial district with his father?,The narrator first visited the financial district with his father when he was taken along on a business trip.
What was the name of the street where the narrator turned off from Broadway?,The narrator turned off from Broadway at Wall Street.
What was the name of the street where the narrator saw a crowd following two men?,"The narrator saw a crowd following two men at the corner where the Bankers' Trust Company's building now stands, which is on Broad or Nassau Street."
What was the direction the first man was walking when the narrator saw the crowd?,The first man was walking eastward when the narrator saw the crowd.
What was the appearance of the man who was following the first man?,The man who was following the first man was described as red-faced and was wildly waving his hat with one hand.
What event is described in the passage?,"The passage describes a scene where a crowd is following two men, with one man being chased by another who is yelling for Shylock and asking about the price of money."
Who is Shylock mentioned in the text?,"Shylock is mentioned as a character being called out by the red-faced man, possibly referencing the character from Shakespeare's 'The Merchant of Venice.'"
What was the red-faced man doing in the scene?,The red-faced man was wildly waving his hat with one hand and shaking the other fist in the air while yelling for Shylock.
What was the first man's demeanor like in the scene?,The first man was walking eastward and trying to look unconcerned.
What does the text suggest about the time period?,"The text suggests the time period is before the construction of the Bankers' Trust Company's building, as it mentions the location where the building now stands."
What does the mention of people sticking their heads out of windows imply about the setting?,"The mention of people sticking their heads out of windows implies that the setting is a time before the construction of skyscrapers, indicating a more modest urban landscape."
What was the reason the narrator was not able to hear the shouting?,The narrator was too busy keeping a death clutch on his father's hand to hear the shouting.
What was the crowd doing in the text?,"The crowd was growing, as street crowds do, and the narrator wasn't comfortable."
Who was shouting 'Shylock!' according to the text?,"According to the text, the man who was shouting 'Shylock!' was So-and-So, who was the biggest operator in clique stocks in the city."
"What was the significance of the man shouting 'Shy,lock!'?",The significance of the man shouting 'Shylock!' was that he was understood to have been the biggest operator in clique stocks in the city.
What was the narrator's relationship with his father during this incident?,"The narrator was holding his father's hand tightly, referred to as a 'death clutch,' to keep from being separated by the crowd."
Who was the man shouting 'Shylock!' according to the text?,"The man who was shouting 'Shylock!' was So-and-So, who was the biggest operator in clique stocks in the city."
What was the significance of the man shouting 'Shylock!' in the context of the story?,"The man shouting 'Shylock!' was significant because he was the biggest operator in clique stocks in the city and was known to have made and lost more money than any other man in Wall Street, except Jacob Little."
Why did the author remember Jacob Little's name?,The author remembered Jacob Little's name because he thought it was a funny name for a man to have.
What was the relationship between the man shouting 'Shylock!' and Jacob Little?,"The man shouting 'Shylock!' was understood to have made and lost more money than any other man in Wall Street, with the exception of Jacob Little."
What was the author's father's role in the situation described?,The author's father explained to the author that the man shouting 'Shylock!' was So-and-So.
"Who is mentioned as having made and lost more money than any other man in Wall Street, except Jacob Little?","The other man, referred to as Shylock, was a notorious locker-up of money."
Why is Jacob Little's name remembered in the text?,Jacob Little's name is remembered because the author found it funny for a man to have.
What is the significance of the name Shylock in the context of the text?,"The name Shylock refers to a notorious locker-up of money, indicating someone who controlled or restricted the availability of funds in the stock market."
How did the cliques used to lock up money in those days?,"The cliques used to lock up money by borrowing it or, rather, by reducing the amount available to Stock Exchange borrowers."
What was the physical description of the Shylock mentioned in the text?,"The Shylock was described as tall, thin, and pale."
What does the speaker consider to be a form of manipulation in the stock market?,The speaker considers rigging to be a form of manipulation in the stock market.
What was the speaker's opinion about the manipulation practices mentioned?,The speaker agrees with the old chap and believes that it was a phase of manipulation that does not exist nowadays.
Did the speaker have any direct contact with the great stock manipulators of the Street?,"No, the speaker never spoke to any of the great stock manipulators that the Street still talks about."
What is the speaker's view on the current state of manipulation practices in the stock market?,The speaker believes that the manipulation practices mentioned are not present in the stock market nowadays.
Who does the speaker mention as the greatest stock manipulator of his time?,The speaker mentions James R. Keene as the greatest stock manipulator of his time.
How did the speaker describe his experience when he first arrived in New York?,"The speaker described himself as a mere youngster, exclusively concerned with other matters, when he first came to New York."
Who is mentioned as the greatest manipulator on the Street?,James R. Keene
What was the author's main focus when he first arrived in New York?,Duplicating the success he had enjoyed in the bucket shops of his native city in a reputable broker's office
What was James R. Keene's manipulative masterpiece?,U. S. Steel stocks
What was the author's initial focus when starting in the stock market?,The author was initially focused on duplicating their success from the bucket shops of their native city in a reputable broker's office.
What was Keene's involvement with U.S. Steel stocks?,"Keene was involved with U.S. Steel stocks, which he considered his manipulative masterpiece."
What was the author's lack of experience with?,"The author lacked experience with manipulation, no real knowledge of it or of its value or meaning."
What did the author think about manipulation?,"The author regarded manipulation as a well-dressed form of thimble-rigging, with the lowbrow form being tricks similar to those from the bucket shops."
What was the author's experience with bucket shops?,The author tried on me in the bucket shops.
What has the author heard about the subject since then?,Such talk as I since have heard on the subject has consisted in great part of surmises and suspicions; of guesses rather than intelligent analyses.
What did people who knew Keene well say about him?,More than one man who knew him well has told me that Keene was the boldest and most brilliant operator that ever worked in Wall Street.
How does the author compare Keene to other traders?,"That is saying a great deal, for there have been some great traders. Their names are now all but forgotten, but nevertheless they were kings in their day—for a day!"
What is the author's view on the legacy of these great traders?,They were pulled up out of obscurity into
What is the author's opinion on the longevity of financial fame for traders?,"The author believes that financial fame for traders is often short-lived, as the names of great traders are now forgotten, indicating that their success did not endure."
Who is considered the best manipulator of his day according to the text?,Keene is considered the best manipulator of his day.
What does the author suggest about the nature of success in the financial world?,"The author suggests that success in the financial world is fleeting, as even great traders eventually fade from memory, implying that the financial world is highly competitive and change is constant."
What metaphor is used to describe the fleeting nature of financial fame?,The author uses the metaphor of a 'little paper ribbon' that 'didn't prove strong enough to keep them suspended there long enough for them to become historical fixtures' to describe the fleeting nature of financial fame.
Who was considered the best manipulator of his day according to the text?,Keene
What did Keene sell his services to the Havemeyer brothers for?,To develop a market for the Sugar stocks
What was Keene's financial state when he sold his services to the Havemeyer brothers?,He was broke at the time
What did Keene have knowledge of and experience in according to the text?,The game and as an operator
What was the main reason the author decided to sell his services to the Havemeyer brothers?,"The author capitalized on his knowledge of the game, his experience as an operator, and his talents."
What was the outcome of the author's work with the Havemeyer brothers on Sugar stocks?,"He was successful with Sugar; made the shares trading favourites, and that made them easily vendible."
What did the author do after successfully working with the Havemeyer brothers on Sugar stocks?,He was asked time and again to take charge of pools.
How did the author handle fees in his pool operations?,"He never asked or accepted a fee, but paid for it."
What was the person's role in the pool operations?,"He never asked or accepted a fee, but paid for his share like the other members of the pool."
Who was the person in conflict with?,The Whitney-Ryan clique.
What was the nature of the feud with the Whitney-Ryan clique?,It arose from talk of treachery on both sides.
What was the person's success with Sugar?,"He was successful with Sugar; made the shares trading favourites, and that made them easily vendible."
What was the person's responsibility in the stock market?,"The market conduct of the stock, of course, was exclusively in his charge."
What was the main issue between Keene and the Whitney-Ryan clique?,The main issue between Keene and the Whitney-Ryan clique was a feud arising from accusations of treachery.
Why did Keene's associates misunderstand his actions?,Keene's associates misunderstood his actions because they did not see his needs as he himself did.
What does the author imply about Keene's greatest exploit?,"The author implies that Keene's greatest exploit was a successful stock market maneuver, but it is regrettable that he did not leave an accurate record of it."
Did Keene have an interview with J. P. Morgan?,"No, Keene never had an interview with J. P. Morgan."
Which firm did Morgan's firm deal with or through?,Morgan's firm dealt with or through Talbot J. Taylor & Co.
Where did Keene make his headquarters?,Keene made his headquarters at Talbot J. Taylor & Co.'s office.
What was Talbot Taylor's relationship to Keene?,Talbot Taylor was Keene's son-in-law.
What was Keene's fee for his work?,Keene's fee for his work consisted of the pleasure he derived from the work.
How much did Keene make from trading in the market he helped to put up that spring?,Keene made millions trading in the market he helped to put up that spring.
What did Keene tell a friend of mine about his trading activities?,Keene told a friend of mine that in the course of a few weeks he sold in the open market.
What was the significance of the stock Keene helped create?,The stock was significant because it was a new and untried stock of a corporation whose capitalization was greater than the entire debt of the United States at that time.
Who were some of the notable figures who sold shares in the same market as Keene?,"Notable figures who sold shares in the same market as Keene included D. G. Reid, W. B. Leeds, the Moore brothers, Henry Phipps, and H. C. Frick, among other Steel magnates."
What factors contributed to Keene's success in the market?,"General conditions favoured Keene, which contributed to his success."
Who were some of the notable individuals and groups that sold shares to the public during the same market period as Keene?,"D. G. Reid, W. B. Leeds, the Moore brothers, Henry Phipps, H. C. Frick, and the other Steel magnates."
What factors contributed to Keene's success in the market?,General conditions favoured him. Not only actual business but sentiment and his unlimited financial backing made possible his success.
What was the nature of the market during Keene's time?,What we had was not merely a big bull market but a boom and a state of mind not likely to be seen again.
What event occurred after the boom period mentioned in the text?,"The undigested-securities panic came later, when Steel common, which Keene had marked."
What was the main factor contributing to Keene's success in the stock market?,Sentiment and his unlimited financial backing.
What was the state of the market during Keene's time?,It was not merely a big bull market but a boom and a state of mind not likely to be seen again.
What happened to Steel common stock prices between 1901 and 1904?,"Steel common, which Keene had marked up to $55 in 1901, sold at $10 in 1903 and at 8- ⅞ in 1904."
What is mentioned about Keene's manipulative campaigns?,We can't analyse Keene's manipulative campaigns because his books are not available and the adequately detailed record is nonexistent.
What is noted about the availability of records regarding Keene's activities?,The adequately detailed record is nonexistent.
What example is given of Keene's activities that could be interesting to analyze?,How he worked in Amalgamated Copper.
Who is mentioned as someone associated with Keene's activities?,H. H. Rogers
What was the selling price of the stock in 1903?,The stock was sold at $10 in 1903.
What was the selling price of the stock in 1904?,The stock was sold at 8-⅞ in 1904.
What was the initial price of the stock up to 1901?,The stock was priced up to $55 in 1901.
What was the reason H. H. Rogers and William Rockefeller asked Keene to market their line?,H. H. Rogers and William Rockefeller had tried to dispose of their surplus stock in the market and had failed.
Who were the individuals involved in the Amalgamated Copper case?,H. H. Rogers and William Rockefeller were involved in the Amalgamated Copper case.
What is the status of Keene's manipulative campaigns analysis?,We can't analyse Keene's manipulative campaigns because his books are not available and the adequately detailed record is nonexistent.
Who were the two prominent business figures mentioned in the text?,H. H. Rogers and William Rockefeller.
What was the main point of the author's mention of H. H. Rogers and William Rockefeller?,"To illustrate that certain tasks require a specialist, even when dealing with highly capable and experienced individuals in the stock market."
What was the reason given for needing to consult Keene?,"Because Keene was a specialist in the stock market, despite the presence of highly experienced and capable business figures like H. H. Rogers and William Rockefeller."
What was the outcome of Keene's agreement to market the line?,"The text does not specify the outcome, but it indicates that Keene agreed to market their line."
Why did Rogers and Rockefeller decide to seek help from Keene?,"Because they needed a specialist to handle the task of selling the stock, which required expertise that Keene provided."
What was the significance of Keene being able to work on a bull market?,"It indicated that Keene had the opportunity to capitalize on the market's upward trend, potentially increasing the value of the stock they were trying to sell."
What was the main challenge faced by America's greatest capitalists in selling their shares?,The main challenge was that their shares could not be sold except at a great sacrifice of money and prestige.
Who were the two capitalists mentioned in the text that decided Keene might help them?,The two capitalists mentioned were Rogers and Rockefeller.
What action did Keene take immediately after starting his work?,"Keene began to work at once, taking advantage of a bull market to sell two hundred and twenty thousand shares of Amalgamated at around par."
What happened to the price of the stock after Keene disposed of the insiders' line?,"After Keene disposed of the insiders' line, the public kept on buying and the price went ten points higher."
Why did the insiders become bullish on the stock they had sold?,The insiders became bullish on the stock they had sold because they saw how eagerly the public was buying it.
What was the initial price of Amalgamated stock when the insiders disposed of their shares?,The initial price of Amalgamated stock was around par.
"What happened to the price of Amalgam,ated stock after the insiders disposed of their shares?","After the insiders disposed of their shares, the public kept on buying, and the price went ten points higher."
What did the insiders do after seeing the public's eagerness to buy Amalgamated stock?,The insiders got bullish on the stock they had sold when they saw how eagerly the public was taking it.
Is there a story mentioned about Rogers advising Keene regarding Amalgamated stock?,"Yes, there is a story that Rogers actually advised Keene to go long of Amalgamated."
Why is it considered scarcely credible that Rogers meant to unload on Keene?,It is scarcely credible that Rogers meant to unload on Keene because he was too shrewd a man not to know that Keene was no bleating lamb.
How did Keene work after the events described?,"Keene worked as he always did—that is, doing his."
What was the main point of the text regarding the stock market strategy?,"The text emphasizes the distinction between strategy and tactics in the stock market, comparing it to warfare."
What did Rogers advise Keene to do with Amalgamated?,Rogers advised Keene to go long of Amalgamated.
Why is it important to differentiate between strategy and tactics in the stock market according to the text?,"Because, as in warfare, the stock market requires understanding that strategy refers to long-term objectives while tactics are the day-to-day actions and adjustments."
How did Keene approach his trading activities as described in the text?,"Keene worked as he always did, doing his big selling on the way down after the big rise."
What does the text suggest about Rogers' intention towards Keene?,"The text suggests that it is scarcely credible that Rogers meant to unload on Keene, implying that Rogers was too shrewd a man to do so."
What was the main point Keene made about the stock market and warfare?,"Keene emphasized that, as in warfare, it is important to differentiate between strategy and tactics in the stock market."
What was the Amalgamated campaign?,"The Amalgamated campaign refers to a period during which Keene was involved in stock market activities, specifically when he had to take in stock to mark up the price, leading to a situation where he would find himself almost out of stock."
What was the role of the confidential man mentioned in the text?,"The confidential man, who is also the best fly fisherman the speaker knows, provided information about Keene's stock market activities during the Amalgamated campaign, specifically noting that Keene would find himself almost out of stock one day."
What was Keene's strategy during the Amalgamated campaign?,"Keene's strategy involved buying back thousands of shares on the day after being out of stock, then selling on balance the day after that, and leaving the market alone to see how it would handle itself."
"How did Keene manage his stock holdings during the Amalgam,ated campaign?","Keene would find himself almost out of stock one day, buy back thousands of shares the next day, sell on balance the day after that, and then leave the market alone."
What was the purpose of Keene leaving the market alone after his transactions?,Keene left the market alone to see how it would take care of itself and to accustom it to do so.
What did Keene's confidential man mention about his stock management during the Amalgamated campaign?,"Keene's confidential man mentioned that Keene would find himself almost out of stock one day, buy back thousands of shares the next day, sell on balance the day after that, and then leave the market alone."
What strategy did Keene use when selling the Rogers-Rockefeller line?,He sold it on the way down.
Why did Keene choose to sell on the way down?,"Because the trading public is always looking for a rally, and there is the covering by the shorts."
What was Keene's approach after selling the line?,"He left the market absolutely alone, to see how it would take care of itself and also to accustom it to do so."
What did Keene do the day after buying back thousands of shares?,He sold on balance.
What was the approximate amount Keene sold the Rogers-Rockefeller line for?,Something like twenty or twenty-five million dollars in cash
How much did Rogers send to the man who was closest to Keene during that deal?,Two hundred thousand dollars
What is the example given to illustrate the idea of unexpected generosity?,The example given is of the millionaire's wife who gave the Metropolitan Opera House scrub-woman fifty cents reward for finding the one-hundred-thousand-dollar pearl
How much money did Rogers send to Keene?,Rogers sent Keene a check for two hundred thousand dollars.
What is the significance of the millionaire's wife and the Metropolitan Opera House scrub-woman anecdote?,"The anecdote illustrates the idea that a small reward can be given for a significant discovery, similar to the situation with Keene and Rogers."
What did Keene do with the check that Rogers sent him?,Keene sent the check back with a polite note explaining that he was not a stock broker and that he was glad to have been of some service to them.
What did the people who received the check from Keene say?,They kept the check and wrote Keene that they would be glad to work with him.
What did Keene do with the check that was sent to him?,Keene sent the check back with a polite note.
What did Keene say in his note when he returned the check?,He said he was not a stock broker and that he was glad to have been of some service to them.
What did the people who received the check do with it?,They kept the check and wrote him that they would be glad to work with him again.
Who gave Keene the tip to buy Amalgamated?,H. H. Rogers gave Keene the tip.
At what price did H. H. Rogers suggest buying Amalgamated?,Around $130.
How did Mr. Keene behave when the market was going his way?,He was irascible.
What did Keene's private secretary tell the author about his behavior?,"His private secretary told the author that when the market was going his way, Mr. Keene was irascible."
What was James R. Keene's approach to the stock market when it was going his way?,"He was irascible, expressing his frustration in sardonic phrases that lingered in the memory of his hearers."
How did James R. Keene behave when he was losing in the stock market?,"He was in the best of humour, a polished man of the world, agreeable, epigrammatic, and interesting."
What qualities did James R. Keene possess that contributed to his success as a speculator?,He had in superlative degree the qualities of mind that are associated with successful speculators anywhere.
What was the friendly tip given by Keene regarding Amalgamated stock?,Keene advised to buy Amalgamated at around $130.
What was the individual's demeanor like when he was losing money?,"He was in the best of humour, a polished man of the world, agreeable, epigrammatic, and interesting."
What qualities of mind did the individual possess that are associated with successful speculators?,He had in superlative degree the qualities of mind that are associated with successful speculators anywhere.
Did the individual argue with the tape?,"No, it is plain that he did not argue with the tape."
How did the individual handle situations where he found he was wrong?,"He could and did turn in a twinkling, if he found he was wrong."
What changes have occurred in Stock Exchange rules since his day?,Since his day there have been so many changes in Stock Exchange rules and so much more rigorous enforcement.
What was the author's opinion on the changes in Stock Exchange rules over time?,"The author believed that the changes in Stock Exchange rules, including more rigorous enforcement of old rules, new taxes on stock sales and profits, and an overall different game, made it difficult for strategies that were once effective to be utilized."
How did the author describe Keene's approach to trading?,"The author described Keene as fearless but never reckless, capable of quickly changing direction if he found he was wrong."
What did the author suggest about the current state of Wall Street business morality?,The author suggested that the business morality of Wall Street is on a higher plane compared to the past.
What is the main point about Keene's ability in the stock market?,Keene was a great stock operator and knew the game of speculation from the ground up.
How did the author describe the change in the stock market environment?,The author described the stock market environment as having changed such that devices Keene could use with skill and profit can no longer be utilized.
What does the author suggest about the business morality of Wall Street?,The author suggests that the business morality of Wall Street is on a higher plane.
What does the author say about Keene's potential success in different financial periods?,The author states that Keene would have been a great manipulator in any period of our financial history because he was a great stock operator and understood speculation.
Why did Keene achieve his success according to the text?,Keene achieved his success because the conditions at the time permitted him to do so.
What was the reason for the person's success in the stock market?,"The person's success in the stock market was due to his ability as a great manipulator and stock operator, along with his deep understanding of the game of speculation from the ground up."
Did the person's success depend on the specific time period in which he operated?,"The person's success was not dependent on the specific time period, as he would have been just as successful in 1922 as he was in 1901 or 1876."
How did the individual perform in the early days of his career?,"In the early days of his career, the individual made nine million dollars in two years after coming to New York from California."
What does the text suggest about the nature of market trends and the role of individuals within them?,"The text suggests that there are individuals who can move faster than the market mob, and they are destined to lead regardless of how much the market changes."
What is the author's view on the difficulty of manipulation compared to Keene's day?,"The author states that manipulation is easier in certain respects than it was in Keene's day, but much harder in other ways."
What is the author's opinion on the role of advertising as an art?,"The author believes that advertising is an art, and manipulation is the art of advertising through the medium of the tape."
What is the importance of truth in the story told by the tape according to the author?,"The author emphasizes that the truer the story told by the tape, the more convincing the advertising is, which makes it better."
What is the main purpose of a manipulator's tape?,The main purpose of a manipulator's tape is to tell the story the manipulator wishes its readers to see.
Why is it important for the story on the tape to be true?,"It is important for the story on the tape to be true because the more true the story, the more convincing it is, and the more convincing it is, the better the advertising is."
What additional requirement does a manipulator have besides making a stock look strong?,A manipulator must also make it be strong.
What is the foundation of effective manipulation according to the text?,The foundation of effective manipulation is based on sound trading principles.
What made Keene an exceptional manipulator according to the text?,"Keene was a consummate trader to begin with, which made him an exceptional manipulator."
What is the author's view on the term 'manipulation' in the context of stock trading?,"The author believes that the term 'manipulation' has an unfair negative connotation and suggests it needs an alias, as the process itself is not inherently mysterious or crooked when it involves selling a stock in bulk, provided there is no misrepresentation."
"According to the text, who does a manipulator typically target as buyers?","A manipulator typically targets speculators, as these individuals are seeking significant returns on their capital and are willing to take on higher risks."
What is the author's stance on the process of selling stocks in bulk?,"The author does not see the process of selling stocks in bulk as inherently mysterious or crooked, provided that such operations are not accompanied by misrepresentation."
